Timestamp,Pet ID,Latitude,Longitude,Environmental Temperature (°C),Step Count,Heart Rate (BPM),Body Temperature (°C),Respiratory Rate (breaths/min),Stress Level,,,
02-11-2024 00:43,DOG004,28.4595,77.0266,25.46902385,0,110,38.03579932,24,2,,,
02-11-2024 00:44,DOG004,28.4595,77.0266,22.66392661,0,114,38.97534133,29,3,,,
02-11-2024 00:45,DOG004,28.4595,77.0266,29.02378445,0,81,38.92756491,30,3,,,
02-11-2024 00:46,DOG004,28.4595,77.0266,26.7751933,0,60,38.69628734,19,4,,,
02-11-2024 00:47,DOG004,28.43649679,77.04686454,23.18473195,16,109,38.44181947,21,1,,,
02-11-2024 00:48,DOG004,28.4595,77.0266,24.44544997,0,116,38.92321271,28,5,,,
02-11-2024 00:49,DOG004,28.4595,77.0266,23.48919295,0,120,38.08800786,21,5,,,
02-11-2024 00:50,DOG004,28.4595,77.0266,33.98165336,0,108,38.2055868,27,5,,,
02-11-2024 00:51,DOG004,28.47188471,77.01394869,31.50218551,2,69,38.64333083,28,2,,,
02-11-2024 00:52,DOG004,28.4595,77.0266,23.59123158,0,88,38.61854545,19,5,,,
02-11-2024 00:53,DOG004,28.4595,77.0266,21.27806856,0,102,38.24261432,25,3,,,
02-11-2024 00:54,DOG004,28.4595,77.0266,22.88355766,0,104,38.37086741,19,1,,,
02-11-2024 00:55,DOG004,28.43520157,77.03934067,28.95071625,5,65,38.85723057,23,2,,,
02-11-2024 00:56,DOG004,28.44758405,77.02416434,25.8113941,9,73,38.23412286,30,5,,,
02-11-2024 00:57,DOG004,28.46099931,77.04576095,24.04529933,2,116,38.81317304,29,3,,,
02-11-2024 00:58,DOG004,28.4595,77.0266,33.94321203,0,77,37.9525389,22,2,,,
02-11-2024 00:59,DOG004,28.4595,77.0266,33.03407841,0,95,37.61603612,30,2,,,
02-11-2024 01:00,DOG004,28.46641302,77.05412704,23.61062129,12,65,37.84957381,30,2,,,
02-11-2024 01:01,DOG004,28.45575764,77.02178374,22.6467981,13,110,38.41829302,27,5,,,
02-11-2024 01:02,DOG004,28.45515299,77.04138494,20.44520596,15,70,38.28679576,20,5,,,
02-11-2024 01:03,DOG004,28.4595,77.0266,21.52560962,0,106,37.53279725,24,4,,,
02-11-2024 01:04,DOG004,28.4595,77.0266,34.59299871,0,103,38.01886207,29,2,,,
02-11-2024 01:05,DOG004,28.4595,77.0266,20.72556596,0,116,38.13026065,29,5,,,
02-11-2024 01:06,DOG004,28.43832158,77.00106171,32.98489895,2,69,37.65917631,22,1,,,
02-11-2024 01:07,DOG004,28.4595,77.0266,25.10284991,0,106,37.80619898,28,2,,,
02-11-2024 01:08,DOG004,28.46490774,77.00612063,27.05475415,7,85,37.72636802,27,3,,,
02-11-2024 01:09,DOG004,28.4595,77.0266,22.31234389,0,71,39.20346037,30,3,,,
02-11-2024 01:10,DOG004,28.48368066,77.03319989,25.34963348,11,80,38.41036766,26,2,,,
02-11-2024 01:11,DOG004,28.44496539,77.00857821,34.67142328,15,79,38.99270321,29,4,,,
02-11-2024 01:12,DOG004,28.46016174,77.02504826,30.07079637,11,110,38.69209045,28,2,,,
02-11-2024 01:13,DOG004,28.43364138,77.0086108,25.43501072,12,64,37.9226335,20,3,,,
02-11-2024 01:14,DOG004,28.4595,77.0266,20.91303764,0,73,38.92465561,20,1,,,
02-11-2024 01:15,DOG004,28.46056377,77.00004803,22.83891274,20,66,39.41579251,28,4,,,
02-11-2024 01:16,DOG004,28.4595,77.0266,34.3532169,0,94,38.33787936,24,2,,,
02-11-2024 01:17,DOG004,28.45364414,77.03181577,20.10656979,10,72,37.8466872,24,3,,,
02-11-2024 01:18,DOG004,28.4595,77.0266,32.54640911,0,69,37.50067922,28,1,,,
02-11-2024 01:19,DOG004,28.44917807,77.02500723,27.92127039,8,112,38.55224758,30,4,,,
02-11-2024 01:20,DOG004,28.4595,77.0266,29.03804858,0,118,39.13016628,18,3,,,
02-11-2024 01:21,DOG004,28.46514683,77.01652873,30.84594983,16,117,38.48823223,24,1,,,
02-11-2024 01:22,DOG004,28.4595,77.0266,33.41397562,0,99,38.05071836,22,1,,,
02-11-2024 01:23,DOG004,28.4595,77.0266,34.15376827,0,99,37.5328969,19,2,,,
02-11-2024 01:24,DOG004,28.46221016,77.00429483,21.23674146,20,80,38.61224043,28,1,,,
02-11-2024 01:25,DOG004,28.48625814,77.03520166,28.2640057,9,94,39.31267787,20,4,,,
02-11-2024 01:26,DOG004,28.4712237,77.04453838,25.63400737,14,69,37.87248665,22,4,,,
02-11-2024 01:27,DOG004,28.4595,77.0266,31.08671932,0,114,37.83655774,18,2,,,
02-11-2024 01:28,DOG004,28.44654124,76.99662476,20.24393159,5,100,39.01768831,30,3,,,
02-11-2024 01:29,DOG004,28.44669036,77.04854953,27.66949112,13,70,39.12857311,21,2,,,
02-11-2024 01:30,DOG004,28.48490329,77.00340451,32.48263825,0,64,38.31002453,24,5,,,
02-11-2024 01:31,DOG004,28.4595,77.0266,27.32690708,0,86,38.37448117,23,3,,,
02-11-2024 01:32,DOG004,28.46019127,77.00476855,32.753028,14,95,38.51768487,22,1,,,
02-11-2024 01:33,DOG004,28.4595,77.0266,34.77305574,0,66,39.34163989,25,2,,,
02-11-2024 01:34,DOG004,28.4595,77.0266,29.80922219,0,64,39.32348213,28,2,,,
02-11-2024 01:35,DOG004,28.48581698,77.03971099,34.99839674,10,73,39.23119489,22,3,,,
02-11-2024 01:36,DOG004,28.44747657,77.01609695,27.64446643,20,71,37.8921143,20,4,,,
02-11-2024 01:37,DOG004,28.4561556,77.04009162,29.92158027,16,100,39.49535032,18,4,,,
02-11-2024 01:38,DOG004,28.47255581,77.0493215,25.93833458,12,100,38.28453417,29,5,,,
02-11-2024 01:39,DOG004,28.45751591,77.03410979,28.03418467,9,83,39.36184401,27,5,,,
02-11-2024 01:40,DOG004,28.440461,77.04352478,28.22312273,11,86,39.24288112,21,1,,,
02-11-2024 01:41,DOG004,28.4595,77.0266,33.49500466,0,96,38.80820235,28,3,,,
02-11-2024 01:42,DOG004,28.48057178,77.05545476,34.98202245,0,74,37.91617956,22,1,,,
02-11-2024 01:43,DOG004,28.46561217,77.05422632,27.96930799,17,65,39.49865433,18,1,,,
02-11-2024 01:44,DOG004,28.4595,77.0266,23.37634953,0,73,39.33172564,30,2,,,
02-11-2024 01:45,DOG004,28.44805938,77.00476598,26.87945044,5,120,38.70091719,21,4,,,
02-11-2024 01:46,DOG004,28.4595,77.0266,24.67554684,0,114,38.79257361,28,5,,,
02-11-2024 01:47,DOG004,28.4595,77.0266,28.22607479,0,76,38.32609299,30,2,,,
02-11-2024 01:48,DOG004,28.4595,77.0266,31.34782962,0,81,38.80635682,29,4,,,
02-11-2024 01:49,DOG004,28.45618939,77.04365942,26.12102295,18,61,38.95078815,23,3,,,
02-11-2024 01:50,DOG004,28.4595,77.0266,27.92114971,0,88,38.10878812,20,1,,,
02-11-2024 01:51,DOG004,28.4595,77.0266,22.89288735,0,93,38.87462019,30,4,,,
02-11-2024 01:52,DOG004,28.4595,77.0266,25.72449683,0,91,38.71940916,26,1,,,
02-11-2024 01:53,DOG004,28.4595,77.0266,20.95250071,0,75,38.09896932,28,4,,,
02-11-2024 01:54,DOG004,28.44358577,77.02931966,28.96954578,10,81,38.28026566,24,1,,,
02-11-2024 01:55,DOG004,28.4532115,77.00551281,23.83490304,10,64,39.22873669,28,2,,,
02-11-2024 01:56,DOG004,28.45097958,77.00333789,30.23665943,5,96,38.17998345,20,5,,,
02-11-2024 01:57,DOG004,28.47714688,77.01818939,25.41451019,18,112,38.07271383,29,5,,,
02-11-2024 01:58,DOG004,28.47713103,77.02122893,23.17451131,12,92,39.38000604,19,3,,,
02-11-2024 01:59,DOG004,28.48007991,77.04997674,26.99189716,12,61,38.8122513,18,5,,,
02-11-2024 02:00,DOG004,28.4595,77.0266,31.83379159,0,66,38.25030536,19,1,,,
02-11-2024 02:01,DOG004,28.45559206,77.00006666,27.02973371,0,71,38.40030041,19,1,,,
02-11-2024 02:02,DOG004,28.4595,77.0266,27.46541996,0,102,37.84247472,20,1,,,
02-11-2024 02:03,DOG004,28.45650061,77.05705029,22.27966969,13,77,37.87280951,21,3,,,
02-11-2024 02:04,DOG004,28.44912869,77.01038508,20.49790859,13,65,39.23381327,18,1,,,
02-11-2024 02:05,DOG004,28.4595,77.0266,30.097056,0,64,37.76583984,27,3,,,
02-11-2024 02:06,DOG004,28.4595,77.0266,27.46490518,0,90,37.79745209,26,1,,,
02-11-2024 02:07,DOG004,28.4595,77.0266,27.06546006,0,64,38.51399354,21,1,,,
02-11-2024 02:08,DOG004,28.44809875,77.0166941,29.56979628,1,62,37.91711945,27,5,,,
02-11-2024 02:09,DOG004,28.45438201,77.04446478,20.27972677,3,90,39.28793832,28,4,,,
02-11-2024 02:10,DOG004,28.4595,77.0266,31.22892322,0,101,38.45852803,20,3,,,
02-11-2024 02:11,DOG004,28.43349851,77.04700835,24.38693419,6,97,39.42780577,25,5,,,
02-11-2024 02:12,DOG004,28.44899634,77.02617713,32.91598593,16,77,39.32405878,20,5,,,
02-11-2024 02:13,DOG004,28.48345041,77.0037543,33.7579789,7,66,39.43072683,21,3,,,
02-11-2024 02:14,DOG004,28.4595,77.0266,21.99225185,0,76,38.22270125,28,4,,,
02-11-2024 02:15,DOG004,28.44639374,76.9980458,23.78911297,17,113,39.38504596,26,5,,,
02-11-2024 02:16,DOG004,28.4595,77.0266,34.74089327,0,64,39.39626361,29,4,,,
02-11-2024 02:17,DOG004,28.4595,77.0266,34.01179113,0,72,38.1069373,19,1,,,
02-11-2024 02:18,DOG004,28.47970031,77.03946893,32.16630623,20,98,37.68279322,25,2,,,
02-11-2024 02:19,DOG004,28.44837071,77.03692751,26.35012807,5,84,37.88154707,30,2,,,
02-11-2024 02:20,DOG004,28.46237262,77.0523967,21.3132658,12,71,37.78531123,29,3,,,
02-11-2024 02:21,DOG004,28.4595,77.0266,27.96030483,0,72,38.71159332,26,5,,,
02-11-2024 02:22,DOG004,28.4595,77.0266,21.58334571,0,99,38.28156524,27,1,,,
02-11-2024 02:23,DOG004,28.46131955,77.03054113,27.79770895,10,93,39.10291824,22,5,,,
02-11-2024 02:24,DOG004,28.4595,77.0266,26.67889022,0,93,39.23331473,26,3,,,
02-11-2024 02:25,DOG004,28.4595,77.0266,24.64262021,0,60,37.64668902,27,4,,,
02-11-2024 02:26,DOG004,28.43676158,77.00312952,32.44573445,2,108,38.5882515,19,2,,,
02-11-2024 02:27,DOG004,28.43401493,77.05296524,21.6817814,9,66,38.49490029,28,3,,,
02-11-2024 02:28,DOG004,28.47491452,77.00885448,32.95867033,2,84,38.79790133,22,4,,,
02-11-2024 02:29,DOG004,28.4595,77.0266,30.86688097,0,62,39.00576373,23,2,,,
02-11-2024 02:30,DOG004,28.4595,77.0266,24.10067628,0,80,39.24556239,18,2,,,
02-11-2024 02:31,DOG004,28.4595,77.0266,23.70465118,0,83,37.69510085,26,2,,,
02-11-2024 02:32,DOG004,28.47202616,77.03568014,22.72671518,13,94,39.28113132,18,5,,,
02-11-2024 02:33,DOG004,28.47469833,77.04339099,21.4482654,8,105,37.57525291,21,1,,,
02-11-2024 02:34,DOG004,28.4595,77.0266,33.39410386,0,103,39.23774222,30,5,,,
02-11-2024 02:35,DOG004,28.4595,77.0266,29.24568308,0,115,38.55391866,21,5,,,
02-11-2024 02:36,DOG004,28.46018507,77.00679972,33.98691118,17,67,39.35230488,26,4,,,
02-11-2024 02:37,DOG004,28.4595,77.0266,24.40582414,0,106,38.46385776,29,1,,,
02-11-2024 02:38,DOG004,28.44947823,77.04033207,32.75221065,17,99,38.1285784,23,4,,,
02-11-2024 02:39,DOG004,28.4595,77.0266,23.00173713,0,111,38.95851813,28,3,,,
02-11-2024 02:40,DOG004,28.4595,77.0266,27.37903132,0,112,38.92309208,27,5,,,
02-11-2024 02:41,DOG004,28.4595,77.0266,34.40215265,0,60,39.25351373,28,2,,,
02-11-2024 02:42,DOG004,28.44097919,77.02652456,25.11216117,6,93,37.6256949,22,5,,,
02-11-2024 02:43,DOG004,28.4608272,77.01283881,34.4293996,6,99,39.38772657,25,2,,,
02-11-2024 02:44,DOG004,28.4595,77.0266,34.9746985,0,65,37.53216117,18,4,,,
02-11-2024 02:45,DOG004,28.433271,77.01279593,23.24886014,5,80,37.63297621,25,5,,,
02-11-2024 02:46,DOG004,28.4595,77.0266,32.48993448,0,77,37.61784314,30,3,,,
02-11-2024 02:47,DOG004,28.48037799,77.02964072,32.1153698,16,64,39.18850049,25,4,,,
02-11-2024 02:48,DOG004,28.43341383,77.01836525,26.99993495,14,88,39.23903107,30,3,,,
02-11-2024 02:49,DOG004,28.4595,77.0266,31.02611068,0,87,37.76434364,18,2,,,
02-11-2024 02:50,DOG004,28.4595,77.0266,23.92118885,0,85,38.86805065,27,5,,,
02-11-2024 02:51,DOG004,28.47990142,77.013939,30.16605166,9,99,38.2838757,27,2,,,
02-11-2024 02:52,DOG004,28.4595,77.0266,33.70339386,0,61,39.22915317,27,5,,,
02-11-2024 02:53,DOG004,28.4595,77.0266,29.00113958,0,95,38.17804401,22,4,,,
02-11-2024 02:54,DOG004,28.43792829,77.0274338,31.47522232,13,107,39.30897495,20,2,,,
02-11-2024 02:55,DOG004,28.44642534,77.04107752,34.41380296,18,61,37.83304813,28,2,,,
02-11-2024 02:56,DOG004,28.46011202,77.0547289,31.86236929,9,102,38.07116626,20,4,,,
02-11-2024 02:57,DOG004,28.4595,77.0266,32.11263865,0,97,39.2830136,26,4,,,
02-11-2024 02:58,DOG004,28.450218,77.04968811,22.58299611,11,72,39.0589543,28,1,,,
02-11-2024 02:59,DOG004,28.4595,77.0266,28.10632665,0,83,38.73170786,28,5,,,
02-11-2024 03:00,DOG004,28.4595,77.0266,24.14693287,0,91,38.00122919,27,3,,,
02-11-2024 03:01,DOG004,28.46807856,77.01921553,32.60744946,7,102,39.01092445,29,1,,,
02-11-2024 03:02,DOG004,28.44039976,76.99988133,31.47450682,20,114,39.34095333,29,5,,,
02-11-2024 03:03,DOG004,28.4595,77.0266,34.74432517,0,97,38.7542604,26,5,,,
02-11-2024 03:04,DOG004,28.4595,77.0266,23.0414471,0,81,38.48014517,24,3,,,
02-11-2024 03:05,DOG004,28.4595,77.0266,32.302423,0,113,39.3018188,18,2,,,
02-11-2024 03:06,DOG004,28.44827982,77.03507158,27.70068952,14,106,38.91233764,23,1,,,
02-11-2024 03:07,DOG004,28.4595,77.0266,26.1203897,0,110,38.2641978,22,5,,,
02-11-2024 03:08,DOG004,28.43356359,76.99980928,28.11587124,4,106,38.2806069,25,5,,,
02-11-2024 03:09,DOG004,28.4595,77.0266,30.61399392,0,91,38.35562914,22,5,,,
02-11-2024 03:10,DOG004,28.48115972,77.01476149,33.17762677,10,67,38.06287537,25,4,,,
02-11-2024 03:11,DOG004,28.4595,77.0266,30.89108552,0,99,37.9863053,25,3,,,
02-11-2024 03:12,DOG004,28.44876855,77.04362447,20.77589223,20,83,39.29851134,26,5,,,
02-11-2024 03:13,DOG004,28.44203903,77.04882416,24.90852929,1,72,39.24965974,24,3,,,
02-11-2024 03:14,DOG004,28.47554035,76.99955332,23.30184016,11,109,38.37070506,18,3,,,
02-11-2024 03:15,DOG004,28.4595,77.0266,30.6504085,0,93,38.09571717,20,5,,,
02-11-2024 03:16,DOG004,28.4595,77.0266,34.50849742,0,83,38.59960902,20,5,,,
02-11-2024 03:17,DOG004,28.4595,77.0266,26.76242772,0,66,37.71212133,18,4,,,
02-11-2024 03:18,DOG004,28.4595,77.0266,33.98499832,0,69,38.04445662,27,4,,,
02-11-2024 03:19,DOG004,28.44174697,77.00100854,32.93319912,19,116,38.56475954,20,3,,,
02-11-2024 03:20,DOG004,28.4595,77.0266,29.6661735,0,101,38.36368319,30,2,,,
02-11-2024 03:21,DOG004,28.4595,77.0266,32.13399065,0,94,39.01452543,18,5,,,
02-11-2024 03:22,DOG004,28.4595,77.0266,32.78464275,0,83,37.50470652,24,1,,,
02-11-2024 03:23,DOG004,28.4595,77.0266,24.51192058,0,68,38.92020284,30,2,,,
02-11-2024 03:24,DOG004,28.44801645,77.03524224,23.6581552,1,68,38.80380447,19,3,,,
02-11-2024 03:25,DOG004,28.4595,77.0266,33.29172099,0,64,38.2022313,23,1,,,
02-11-2024 03:26,DOG004,28.4595,77.0266,23.91843889,0,101,38.35546965,23,5,,,
02-11-2024 03:27,DOG004,28.4595,77.0266,32.50549947,0,118,38.04597883,22,3,,,
02-11-2024 03:28,DOG004,28.46247128,77.04900933,27.55000969,5,82,38.82233314,25,5,,,
02-11-2024 03:29,DOG004,28.4595,77.0266,32.39950128,0,67,39.15088519,25,3,,,
02-11-2024 03:30,DOG004,28.48256022,77.01796148,24.7917315,14,97,38.88422654,22,3,,,
02-11-2024 03:31,DOG004,28.4595,77.0266,29.34796156,0,110,37.97013859,19,5,,,
02-11-2024 03:32,DOG004,28.4595,77.0266,32.64322034,0,111,38.46536986,22,3,,,
02-11-2024 03:33,DOG004,28.44122015,77.016196,24.88405647,7,82,37.80197544,23,1,,,
02-11-2024 03:34,DOG004,28.47929753,77.00886646,22.57111662,17,80,38.98800851,18,5,,,
02-11-2024 03:35,DOG004,28.43969431,77.04422098,25.27992507,15,101,38.60441412,27,3,,,
02-11-2024 03:36,DOG004,28.44482432,77.05584147,25.43846187,16,80,37.98297387,23,5,,,
02-11-2024 03:37,DOG004,28.48613272,77.04933112,22.0844245,11,99,37.5888211,18,3,,,
02-11-2024 03:38,DOG004,28.4595,77.0266,24.13791124,0,86,37.63310312,27,1,,,
02-11-2024 03:39,DOG004,28.45399135,77.02417681,31.3164533,12,92,37.68125084,24,5,,,
02-11-2024 03:40,DOG004,28.43542079,77.00473759,28.27719868,5,60,39.38870136,22,5,,,
02-11-2024 03:41,DOG004,28.4595,77.0266,34.82863517,0,73,39.0877441,26,4,,,
02-11-2024 03:42,DOG004,28.4595,77.0266,30.28951215,0,91,39.29452377,24,2,,,
02-11-2024 03:43,DOG004,28.4595,77.0266,26.97327349,0,101,38.0094426,23,2,,,
02-11-2024 03:44,DOG004,28.44830157,77.04676198,21.90464451,11,94,39.11494758,20,4,,,
02-11-2024 03:45,DOG004,28.4436751,77.02622556,25.99912336,6,60,38.7028199,19,1,,,
02-11-2024 03:46,DOG004,28.4595,77.0266,24.85380367,0,84,38.00355347,24,1,,,
02-11-2024 03:47,DOG004,28.4595,77.0266,30.24952196,0,76,37.65994362,25,1,,,
02-11-2024 03:48,DOG004,28.45193472,77.04172656,26.26555209,10,64,38.22714878,30,3,,,
02-11-2024 03:49,DOG004,28.48234332,77.02514,24.25132587,8,100,39.27553138,26,2,,,
02-11-2024 03:50,DOG004,28.4595,77.0266,31.84745892,0,88,38.0276103,26,1,,,
02-11-2024 03:51,DOG004,28.47948694,77.01331505,24.17764088,5,113,37.78288766,20,2,,,
02-11-2024 03:52,DOG004,28.46229037,77.03582489,26.77354923,11,93,38.27716336,20,5,,,
02-11-2024 03:53,DOG004,28.4595,77.0266,30.97971689,0,105,38.67042063,28,3,,,
02-11-2024 03:54,DOG004,28.43285128,77.00868283,28.50783272,1,96,38.2316212,23,3,,,
02-11-2024 03:55,DOG004,28.4595,77.0266,20.40787538,0,107,37.67917772,23,3,,,
02-11-2024 03:56,DOG004,28.4595,77.0266,30.0260755,0,120,39.41531525,26,5,,,
02-11-2024 03:57,DOG004,28.4595,77.0266,22.21348746,0,93,39.31205136,26,4,,,
02-11-2024 03:58,DOG004,28.47633038,77.0043394,26.52634719,8,113,39.07316321,23,4,,,
02-11-2024 03:59,DOG004,28.48288281,77.04605657,27.04378354,18,107,38.48672678,23,3,,,
02-11-2024 04:00,DOG004,28.47493473,77.01119143,33.72033305,13,67,38.68432536,18,3,,,
02-11-2024 04:01,DOG004,28.4595,77.0266,27.79683439,0,97,38.26404638,30,3,,,
02-11-2024 04:02,DOG004,28.44309674,77.01410875,24.61401628,14,112,38.0332033,26,2,,,
02-11-2024 04:03,DOG004,28.4595,77.0266,31.86582373,0,119,37.65358612,25,5,,,
02-11-2024 04:04,DOG004,28.45349338,77.01606098,24.75405833,17,93,37.73337047,29,4,,,
02-11-2024 04:05,DOG004,28.4595,77.0266,29.00744484,0,112,39.20756297,28,2,,,
02-11-2024 04:06,DOG004,28.45043314,77.05240954,28.00733232,2,112,38.20768064,21,4,,,
02-11-2024 04:07,DOG004,28.47057135,77.05116914,27.34084854,0,72,37.61036374,22,5,,,
02-11-2024 04:08,DOG004,28.47176923,77.00301509,21.99036163,11,91,37.76552748,21,2,,,
02-11-2024 04:09,DOG004,28.4595,77.0266,31.54419135,0,78,38.92486967,21,5,,,
02-11-2024 04:10,DOG004,28.48548055,77.05287952,24.61086606,9,67,38.02233584,26,5,,,
02-11-2024 04:11,DOG004,28.4595,77.0266,34.16478795,0,87,37.73966214,21,5,,,
02-11-2024 04:12,DOG004,28.4595,77.0266,34.75795022,0,81,39.45485541,29,2,,,
02-11-2024 04:13,DOG004,28.4595,77.0266,22.95351936,0,96,37.77646454,23,3,,,
02-11-2024 04:14,DOG004,28.4818183,77.05489251,24.41159384,5,60,38.16942003,19,3,,,
02-11-2024 04:15,DOG004,28.4595,77.0266,32.70078357,0,91,39.13785209,21,2,,,
02-11-2024 04:16,DOG004,28.4595,77.0266,29.58482563,0,107,38.57472165,19,1,,,
02-11-2024 04:17,DOG004,28.45529094,77.02378943,21.20457516,7,79,38.20583358,19,2,,,
02-11-2024 04:18,DOG004,28.4595,77.0266,21.10762823,0,105,38.66323386,27,2,,,
02-11-2024 04:19,DOG004,28.47601773,77.01331698,31.55721078,19,78,37.90506054,18,4,,,
02-11-2024 04:20,DOG004,28.4595,77.0266,29.80260194,0,89,39.42469115,22,5,,,
02-11-2024 04:21,DOG004,28.4595,77.0266,29.89068416,0,83,37.57831586,27,1,,,
02-11-2024 04:22,DOG004,28.45610654,77.05173202,22.506771,0,118,38.02869023,21,3,,,
02-11-2024 04:23,DOG004,28.4595,77.0266,26.23665253,0,69,39.18726314,27,1,,,
02-11-2024 04:24,DOG004,28.44091925,77.03633542,22.95800019,6,111,37.50989167,29,1,,,
02-11-2024 04:25,DOG004,28.46308384,77.02438597,31.26369701,16,72,37.70967705,18,5,,,
02-11-2024 04:26,DOG004,28.44725038,77.00501495,29.44175389,19,118,39.11052634,29,1,,,
02-11-2024 04:27,DOG004,28.4466151,77.00034778,34.77411893,13,76,37.50318276,18,2,,,
02-11-2024 04:28,DOG004,28.43772364,77.04161233,29.63874859,18,99,38.08212168,18,1,,,
02-11-2024 04:29,DOG004,28.4595,77.0266,32.64280848,0,94,39.31197515,30,5,,,
02-11-2024 04:30,DOG004,28.4595,77.0266,22.07200322,0,64,38.10499512,26,3,,,
02-11-2024 04:31,DOG004,28.47980577,77.00275362,25.51746925,5,85,39.14268987,29,2,,,
02-11-2024 04:32,DOG004,28.48242525,77.01050574,31.79086114,14,100,39.17712369,24,4,,,
02-11-2024 04:33,DOG004,28.4642063,77.0072369,25.26061304,4,109,38.15575484,28,2,,,
02-11-2024 04:34,DOG004,28.47750706,77.04555023,24.73952013,4,69,38.28200935,28,2,,,
02-11-2024 04:35,DOG004,28.4427997,77.03292538,30.49150465,15,115,39.26642626,22,4,,,
02-11-2024 04:36,DOG004,28.4595,77.0266,24.17344783,0,62,37.61915016,21,1,,,
02-11-2024 04:37,DOG004,28.47293826,77.01730312,33.389961,17,60,38.50352216,27,5,,,
02-11-2024 04:38,DOG004,28.46170099,77.03741192,20.98206613,11,107,39.05024003,19,1,,,
02-11-2024 04:39,DOG004,28.4595,77.0266,25.18220909,0,92,38.82263018,18,4,,,
02-11-2024 04:40,DOG004,28.4595,77.0266,23.79434908,0,89,37.6285922,27,5,,,
02-11-2024 04:41,DOG004,28.4504671,77.02977037,21.32849846,3,72,39.2033486,25,1,,,
02-11-2024 04:42,DOG004,28.4595,77.0266,29.29540585,0,76,38.70872047,20,1,,,
02-11-2024 04:43,DOG004,28.47409875,77.02146744,20.48726364,11,116,38.54895546,21,3,,,
02-11-2024 04:44,DOG004,28.45801928,77.03947638,23.36407952,13,111,39.49305009,24,5,,,
02-11-2024 04:45,DOG004,28.44960285,77.05380573,23.20340764,8,63,38.55310251,26,3,,,
02-11-2024 04:46,DOG004,28.44135854,77.02119945,20.96022168,1,96,37.62922553,29,4,,,
02-11-2024 04:47,DOG004,28.4595,77.0266,34.79185999,0,109,37.62403748,28,1,,,
02-11-2024 04:48,DOG004,28.47113406,76.99801008,25.87188964,5,60,38.65824061,22,4,,,
02-11-2024 04:49,DOG004,28.4595,77.0266,31.75242759,0,65,37.53527973,22,2,,,
02-11-2024 04:50,DOG004,28.454934,77.03842142,25.2235992,16,81,39.23479937,25,3,,,
02-11-2024 04:51,DOG004,28.48605429,77.04529289,25.38636493,11,120,38.84241518,22,2,,,
02-11-2024 04:52,DOG004,28.4595,77.0266,26.23748662,0,107,39.36818522,28,4,,,
02-11-2024 04:53,DOG004,28.45567267,77.00578018,22.55669103,4,103,38.87241539,26,1,,,
02-11-2024 04:54,DOG004,28.4595,77.0266,20.5854519,0,105,38.03722177,24,3,,,
02-11-2024 04:55,DOG004,28.43668846,77.005576,28.06448528,19,107,38.74069857,29,5,,,
02-11-2024 04:56,DOG004,28.4595,77.0266,34.38453991,0,79,38.91079638,29,1,,,
02-11-2024 04:57,DOG004,28.4595,77.0266,33.34677373,0,90,38.37526463,20,3,,,
02-11-2024 04:58,DOG004,28.4595,77.0266,20.70952413,0,116,37.52144721,26,3,,,
02-11-2024 04:59,DOG004,28.46937935,77.00862885,24.89830814,3,63,39.1865478,28,5,,,
02-11-2024 05:00,DOG004,28.48514183,77.03119908,30.4241896,11,72,37.68837854,25,3,,,
02-11-2024 05:01,DOG004,28.44737074,77.00214068,22.36278479,18,97,37.82487525,22,1,,,
02-11-2024 05:02,DOG004,28.4595,77.0266,30.90335327,0,94,39.09502166,20,5,,,
02-11-2024 05:03,DOG004,28.4595,77.0266,22.04109023,0,91,38.39639704,19,2,,,
02-11-2024 05:04,DOG004,28.47993651,77.00313184,34.71041416,6,75,39.44675621,26,4,,,
02-11-2024 05:05,DOG004,28.44818932,77.00124985,28.62268858,9,65,39.01486423,19,4,,,
02-11-2024 05:06,DOG004,28.4595,77.0266,20.4517816,0,80,38.0328472,29,5,,,
02-11-2024 05:07,DOG004,28.4595,77.0266,30.96151628,0,68,38.18410037,30,3,,,
02-11-2024 05:08,DOG004,28.46543851,77.04483759,23.64398372,3,79,38.47931778,26,3,,,
02-11-2024 05:09,DOG004,28.45345988,76.99843869,24.48912174,11,79,39.20046025,24,1,,,
02-11-2024 05:10,DOG004,28.4595,77.0266,21.09629065,0,113,38.92904375,29,5,,,
02-11-2024 05:11,DOG004,28.46273599,77.05414576,26.35188202,9,110,39.0786089,25,3,,,
02-11-2024 05:12,DOG004,28.4595,77.0266,21.46675328,0,65,38.21585624,20,5,,,
02-11-2024 05:13,DOG004,28.44423016,77.05256489,33.15102529,5,67,37.77622879,23,5,,,
02-11-2024 05:14,DOG004,28.4595,77.0266,26.46106176,0,61,37.88466475,28,4,,,
02-11-2024 05:15,DOG004,28.4595,77.0266,23.9964794,0,89,38.45549567,23,5,,,
02-11-2024 05:16,DOG004,28.47475086,77.02948497,32.45228475,1,117,39.46903061,21,2,,,
02-11-2024 05:17,DOG004,28.43783216,76.99776517,26.2112378,12,62,39.00539223,22,5,,,
02-11-2024 05:18,DOG004,28.45687818,77.04254378,34.03406214,18,65,38.15930931,28,2,,,
02-11-2024 05:19,DOG004,28.45411299,77.01662525,32.1038466,7,79,39.15420226,19,4,,,
02-11-2024 05:20,DOG004,28.47018253,77.03537125,26.85766604,20,65,39.17603733,20,4,,,
